rating,sitter_image,end_date,text,owner_image,dogs,sitter,owner,start_date,sitter_phone_number,sitter_email,owner_phone_number,owner_email
4,https://images.dog.ceo/breeds/entlebucher/n02108000_2635.jpg,2013-05-31,Fusce justo pulvinar pede mus in facilisi cras est curae facilisis odio. Etiam morbi suspendisse id turpis quisque pretium. Magna ipsum. Ipsum morbi hymenaeos adipiscing nibh class in orci phasellus ut proin. Porta lorem a eros neque turpis. Netus massa consequat vulputate lorem. Risus felis dui magna risus rhoncus lobortis taciti vestibulum consectetuer natoque consequat. Etiam vitae morbi nibh etiam ad sapien bibendum. Neque fusce a elit ipsum justo mauris parturient netus nisi. Velit fames congue fames netus posuere pretium nostra lorem. Lorem lacus. Ipsum fusce quam per massa vestibulum egestas sit ad consectetuer. Porta nulla posuere diam nisi ipsum. Augue class lobortis per eu. Donec porta suspendisse cras arcu habitasse ligula quam. Velit justo turpis sociis est lectus.,https://images.dog.ceo/breeds/otterhound/n02091635_426.jpg,Zara|Dayo,Leilani R.,Arvin David N.,2013-03-21,+13813114382,user7508@t-mobile.com,+11248281723,user5326@t-mobile.com
3,https://images.dog.ceo/breeds/springer-english/n02102040_4644.jpg,2012-10-30,Risus class potenti. Lorem fusce porta potenti. Fusce nulla dolor. Augue lorem nascetur magna torquent habitasse facilisi mattis tempor interdum eget placerat neque ve pellentesque. Lacus ipsum luctus. Felis vitae enim cum justo hac nibh pellentesque faucibus fames id class. Lacus velit dis. Dolor netus fames nam cras malesuada placerat magnis lectus curabitur adipiscing ante ipsum at. Dolor justo aenean dui ut curae cursus sed id inceptos. Curae ipsum praesent metus habitasse laoreet. Purus magna libero odio nisi accumsan scelerisque sed cursus diam ad. Metus fusce luctus quis penatibus. Proin nulla luctus pellentesque imperdiet. Lorem fames.,https://images.dog.ceo/breeds/malinois/n02105162_10133.jpg,Cody|Gemma,Kathy D.,Erika A.,2012-09-02,+18138342527,user3697@verizon.net,+17795516381,user5271@gmail.com
4,https://images.dog.ceo/breeds/bluetick/n02088632_2454.jpg,2013-04-25,Neque netus est eleifend a praesent leo class habitasse convallis. Lorem curae. Netus metus. Vitae magna vivamus duis vestibulum elit dolor per ante hac fusce conubia vivamus tempus. Fusce donec placerat est amet eleifend vehicula in risus dis quis metus mollis. Massa curae mus dolor vulputate. Purus dolor eget nisl. Risus fusce tortor massa gravida arcu donec. Magna curae vulputate faucibus ut massa per. Netus ipsum per urna.,https://images.dog.ceo/breeds/otterhound/n02091635_1151.jpg,Li-Lu|Max,Kailyn G.,Ahmed H.,2013-03-27,+19256427828,user7812@hotmail.com,+16657864910,user7093@gmail.com
2,https://images.dog.ceo/breeds/collie/n02106030_14736.jpg,2013-01-03,Neque justo aliquet dis tempus dictum. Dolor lacus. Risus donec cubilia integer egestas cursus aenean venenatis laoreet nec et consectetuer aptent id ridiculus. Dolor ipsum cursus at dictum pretium vivamus cras vitae hymenaeos nam. Nulla lacus inceptos ve nulla at a. Lacus donec odio quisque morbi adipiscing habitant iaculis lacinia nunc. Risus dolor suscipit. Porta augue fringilla. Dolor velit a enim dolor. Massa justo nostra elit ac faucibus natoque pretium lacinia. Magna etiam a aptent dolor eni mollis placerat etiam sit. Netus fusce mauris parturient inceptos. Lorem fusce velit ultrices pede ad sed hendrerit eros commodo et nascetur pretium habitasse dictum.,https://images.dog.ceo/breeds/vizsla/n02100583_2251.jpg,Bailey,Ricky E.,Billie R.,2012-10-12,+19955877682,user7080@verizon.net,+17193722146,user1951@verizon.net
2,https://images.dog.ceo/breeds/collie/n02106030_14943.jpg,2013-06-22,Ipsum magna ultrices fringilla ad mauris potenti posuere. Nulla fusce sed nunc a risus. Felis curae elit pretium tempus diam facilisis quis diam porta laoreet primis. Fusce nulla molestie duis ut placerat taciti mauris. Proin fusce cras sapien eni. Class justo urna a diam adipiscing ac. Netus felis. Lorem proin ultricies elit eni taciti velit adipiscing nisi. Lorem fusce velit ridiculus habitant mi dui orci facilisis. Netus proin. Ipsum donec justo proin fusce. Dolor class pharetra sit conubia at eni tristique mus aliquet lobortis porta. Curae justo ullamcorper interdum viverra augue nisi massa purus rhoncus nam parturient. Porta justo per amet. Class nulla mus nibh sagittis luctus. Etiam netus. Nulla etiam luctus porta magna tempor torquent nibh sapien turpis dis amet id pede egestas.,https://images.dog.ceo/breeds/komondor/n02105505_345.jpg,Zoey|Penny|Kahlua,Jessica E.,Terre L.,2013-03-29,+19384888082,user4980@gmail.com,+17900715202,user8117@yahoo.com
2,https://images.dog.ceo/breeds/beagle/n02088364_16689.jpg,2012-12-20,Class donec aptent primis enim massa lacinia hendrerit nisl cum sodales eu per. Fames proin integer purus hac malesuada leo rhoncus enim ridiculus mollis ad. Nulla augue vel duis lacus cubilia suscipit massa est vitae mus. Fames velit. Massa nulla nec nunc convallis mauris nec pede praesent vestibulum tempus.,https://images.dog.ceo/breeds/leonberg/n02111129_650.jpg,bella|Finnlee,Julianna C.,Katy H.,2012-10-29,+19232808212,user5555@gmail.com,+11258063375,user6966@yahoo.com
3,https://images.dog.ceo/breeds/mexicanhairless/n02113978_131.jpg,2013-03-22,Neque felis. Ipsum curae risus a nunc purus. Augue nulla tristique dui sollicitudin auctor lorem sodales dapibus cras nascetur purus nisl feugiat nonummy sagittis feugiat. Vitae curae. Curae justo semper justo adipiscing suspendisse litora ve vehicula eget nec urna neque. Netus morbi tellus vitae vehicula ad taciti posuere sit ut. Class metus risus purus pulvinar hymenaeos consectetuer iaculis dignissim at purus suspendisse torquent cras potenti ad ac erat venenatis. Dolor fames. Class nulla lectus sociosqu. Vitae velit a ornare ante ullamcorper nonummy suspendisse pede. Magna proin commodo taciti nec eu risus cursus. Fames neque a mattis proin lacinia aliquam phasellus eget sed.,https://images.dog.ceo/breeds/schnauzer/n02097209_4184.jpg,Calvin|Chewie,Heather T.,QUANIECE C.,2013-02-17,+18264721899,user5835@yahoo.com,+11464227067,user6114@hotmail.com
3,https://images.dog.ceo/breeds/hound-walker/n02089867_1412.jpg,2013-01-24,Porta morbi donec nonummy. Ipsum risus fusce montes elit integer id in enim nibh amet cursus. Dolor etiam. Class magna donec hac parturient augue. Etiam nulla a dapibus mi class sed adipiscing vestibulum id tempus urna mus id. Ipsum proin bibendum. Fusce vitae lobortis vestibulum nullam vel. Donec netus aliquet lobortis. Augue porta class conubia. Felis ipsum massa. Magna proin praesent per. Purus dolor per felis est parturient. Morbi justo metus lobortis quam varius in. Porta lorem aptent nibh at penatibus ipsum etiam sem. Massa lacus leo donec phasellus auctor urna. Metus proin suspendisse volutpat hymenaeos amet sem eget nascetur ligula primis ridiculus felis. Fames fusce erat ultrices auctor. Massa proin primis natoque aptent in dui libero a. Proin etiam cum parturient ultricies nisi. Curae felis auctor purus parturient in interdum cras sit placerat a eleifend non. Proin purus senectus facilisis ve dictum.,https://images.dog.ceo/breeds/bullterrier-staffordshire/n02093256_4090.jpg,Rocco|Elvis|Teddy,Michelle B.,Jim S.,2012-12-31,+18210670648,user3971@hotmail.com,+19715860916,user3007@verizon.net
4,https://images.dog.ceo/breeds/chow/n02112137_10176.jpg,2013-03-23,Curae etiam rhoncus magnis fermentum vestibulum euismod diam. Purus neque scelerisque nam ut euismod erat nibh. Metus etiam primis vestibulum sollicitudin nonummy hendrerit orci dis. Porta etiam nunc vel per sollicitudin. Augue velit eni neque tincidunt blandit fames nisl nullam habitant. Morbi augue quam gravida et. Proin risus lobortis morbi pharetra nec aenean commodo ante faucibus. Morbi class nullam ve pulvinar duis platea etiam nulla libero facilisi. Etiam vitae purus. Risus fusce eget sit lacinia a scelerisque dui ante accumsan. Netus proin. Fames donec aptent leo montes nam quis nibh. Lacus ipsum erat sed quis neque tristique viverra mattis consequat pharetra. Morbi proin a arcu id facilisis ante fames bibendum ut eros erat cum accumsan a. Augue fames nam etiam vel cras eu sollicitudin potenti. Felis class mattis eget nibh risus varius vehicula. Vitae etiam sem diam a eros ad luctus venenatis.,https://images.dog.ceo/breeds/clumber/n02101556_1355.jpg,Malu|Mally|Lucy,Jenny S.,Bruce M.,2013-02-25,+15583175693,user7736@t-mobile.com,+12105161039,user9197@yahoo.com
5,https://images.dog.ceo/breeds/newfoundland/n02111277_939.jpg,2012-09-14,Magna class nisl habitasse. Felis etiam nullam nostra sed quis natoque ad. Fusce netus fames nullam magnis proin. Ipsum curae ultrices non pede. Ipsum lacus. Felis lacus. Metus donec tortor risus purus hac curae porta. Velit donec eleifend velit penatibus. Justo purus. Proin magna. Porta dolor condimentum in tempor massa aliquet lorem. Ipsum purus eget proin pretium dapibus fames ac etiam donec aptent. Magna risus aliquam. Lorem dolor nec. Nulla felis netus maecenas vestibulum venenatis dolor ut taciti pellentesque ridiculus. Fames massa praesent nisi conubia leo fringilla.,https://images.dog.ceo/breeds/weimaraner/n02092339_2691.jpg,oscar|Max|Kayia,Julie W.,Robert C.,2012-07-14,+19106606756,user8738@gmail.com,+19907428841,user9294@hotmail.com
3,https://images.dog.ceo/breeds/mountain-bernese/n02107683_6950.jpg,2012-07-05,Metus risus. Ipsum lorem ornare tellus conubia. Felis porta tempor augue sit. Risus morbi velit vitae platea turpis. Risus vitae massa taciti pede condimentum hac eros nisl orci ve quam maecenas. Metus justo sed sodales sagittis in ullamcorper eget venenatis phasellus. Justo magna. Velit netus nibh. Vitae dolor integer dis id. Massa neque. Metus risus maecenas nam. Lorem etiam ullamcorper nisl erat. Fusce curae sagittis at leo ridiculus cras dis. Velit risus a auctor. Risus donec.,https://images.dog.ceo/breeds/cairn/n02096177_13114.jpg,Tahoe|Halli,Chasen   T.,Janine S.,2012-04-29,+19641764575,user6379@t-mobile.com,+16602789560,user2850@gmail.com
5,https://images.dog.ceo/breeds/pomeranian/n02112018_12586.jpg,2012-12-28,Justo fusce semper ut erat suscipit adipiscing. Neque velit sed. Ipsum felis non fames eni. Vitae etiam fusce erat phasellus primis. Felis porta fusce. Nulla felis sed leo hac mi fringilla purus. Nulla massa etiam sit etiam odio massa nisi molestie. Lacus massa eni magna duis scelerisque. Velit morbi nam arcu purus id dis ut etiam consectetuer felis eu imperdiet a nec malesuada nostra elit. Lorem fames enim curabitur tellus non parturient in elementum. Lorem class nam donec.,https://images.dog.ceo/breeds/vizsla/n02100583_2251.jpg,Bailey,Julie X.,Billie R.,2012-12-01,+19586017889,user1932@yahoo.com,+17193722146,user1951@verizon.net
1,https://images.dog.ceo/breeds/rottweiler/n02106550_1742.jpg,2012-07-28,Fusce magna nam nisi quis. Fames purus curabitur. Porta netus. Augue justo nibh sit cras ligula posuere nullam morbi. Dolor purus rutrum nostra non. Metus lorem nec viverra nam sagittis tristique torquent. Ipsum fusce. Massa magna. Augue felis dis donec arcu nulla lectus. Felis class diam hac pellentesque. Lorem porta fames auctor tortor lacus adipiscing scelerisque turpis ad varius cubilia ligula per ac a nibh adipiscing. Class lorem maecenas eni blandit nibh pellentesque vehicula massa elementum congue.,https://images.dog.ceo/breeds/setter-gordon/n02101006_3868.jpg,Cali|Klaus|Kobe,Tasha J.,Sunshine V.,2012-05-14,+18473545812,user7137@yahoo.com,+13016810883,user6098@t-mobile.com
4,https://images.dog.ceo/breeds/chow/n02112137_9866.jpg,2012-05-19,Augue ipsum. Etiam purus condimentum urna ridiculus curae a nostra facilisis metus ac. Fusce velit netus non pede ve odio bibendum primis dictum cum. Augue donec auctor lectus sem litora aliquam mi auctor porttitor nonummy lectus at montes. Dolor porta curabitur varius accumsan fusce habitasse pulvinar justo tristique. Porta class maecenas convallis nibh integer porttitor nibh. Class velit integer sit iaculis eu ve diam. Fames metus amet eget eu. Justo donec duis aliquet ut tempor dui luctus vitae eni. Fames vitae sem phasellus ligula magna scelerisque accumsan porttitor tortor a pulvinar. Lorem risus suspendisse pede erat tristique hac potenti. Fusce nulla. Metus justo. Porta fusce hac maecenas hymenaeos ve class dictum donec. Justo vitae. Proin metus dictum vulputate ipsum placerat porttitor interdum luctus odio in imperdiet vulputate. Nulla vitae vel penatibus dictum accumsan suspendisse mus eros facilisi velit ut tempor volutpat. Magna curae aptent luctus neque hymenaeos dis augue.,https://images.dog.ceo/breeds/entlebucher/n02108000_866.jpg,Ernesto,Nancy O.,Jamie Leigh W.,2012-04-20,+18366346207,user9792@hotmail.com,+12932032425,user4823@yahoo.com
3,https://images.dog.ceo/breeds/kelpie/n02105412_7026.jpg,2012-04-20,Massa porta semper eu sit curabitur primis. Neque lacus velit auctor torquent parturient hendrerit fusce tempor et pulvinar. Lorem risus. Dolor proin lectus congue metus. Proin augue nascetur ante cras. Vitae morbi. Netus massa. Risus dolor maecenas venenatis class eu ante fames rhoncus. Etiam fusce sem etiam. Risus ipsum potenti id nam nisi vitae sociis. Metus proin donec diam senectus malesuada pellentesque lacinia. Curae massa nunc pharetra mattis. Vitae morbi orci habitasse ultricies velit. Donec fames. Dolor proin libero duis habitasse ac vulputate quis lorem penatibus. Metus donec conubia eget per morbi vestibulum ultrices blandit sollicitudin natoque. Lorem lacus hac. Velit lorem a tellus fusce adipiscing in semper mus senectus malesuada nibh. Augue porta dolor massa tortor. Magna nulla aptent risus ridiculus leo nec leo cum sem ad tempus. Purus massa.,https://images.dog.ceo/breeds/beagle/n02088364_17935.jpg,Djanjo|Roxie,Chris K.,Anne T.,2012-03-21,+17617257278,user2807@hotmail.com,+17152531405,user8066@verizon.net
1,https://images.dog.ceo/breeds/briard/n02105251_1588.jpg,2013-04-12,Neque augue fames urna pharetra cras fermentum vitae. Morbi metus quisque quam eget. Etiam augue nascetur fringilla urna turpis inceptos auctor lectus diam eros. Ipsum massa fames leo eget. Neque risus. Felis fusce vivamus id purus consequat accumsan turpis quam egestas. Dolor etiam magnis tincidunt sagittis dictum fames gravida et sed turpis quam elementum senectus id. Lacus augue pharetra sem quam diam. Augue massa. Proin porta. Magna donec. Curae proin risus turpis molestie fringilla at lacus nullam primis volutpat. Neque magna morbi ullamcorper in sapien convallis egestas nulla erat eu consectetuer. Augue vitae mauris eu quam condimentum ac litora hymenaeos ultrices quam dis. Nulla lacus. Nulla vitae. Nulla class torquent eu.,https://images.dog.ceo/breeds/affenpinscher/n02110627_946.jpg,Sam|Dudley,Randal  W.,Heather E.,2013-03-08,+17634844881,user9209@hotmail.com,+18284254603,user2619@gmail.com
1,https://images.dog.ceo/breeds/doberman/n02107142_17564.jpg,2013-01-28,Metus lacus turpis risus senectus eni ad proin hymenaeos magnis erat. Lacus metus. Magna risus auctor vulputate nonummy sapien lorem natoque libero eu tellus at. Class metus auctor ridiculus nam. Justo purus morbi porttitor suspendisse augue habitasse nec consectetuer mi. Dolor porta primis etiam placerat vestibulum congue amet suspendisse feugiat non odio bibendum dolor. Fames dolor nulla. Fames curae aenean penatibus ultricies vestibulum orci cursus nostra vulputate potenti tempus nunc ullamcorper commodo. Curae morbi. Donec morbi montes pellentesque convallis porta habitant per quisque torquent et. Porta lacus. Neque massa fusce nam amet sociis at ligula cras lacinia ve imperdiet fusce. Neque proin sociis fermentum feugiat cras porttitor dignissim pede nam duis. Purus risus.,https://images.dog.ceo/breeds/bluetick/n02088632_1636.jpg,Lily|Snowy|Rascal,Marita C.,Juli W.,2012-11-27,+15965110779,user2537@hotmail.com,+19004153824,user6666@yahoo.com
4,https://images.dog.ceo/breeds/mountain-bernese/n02107683_6950.jpg,2012-12-24,Augue morbi cum duis. Ipsum massa eni orci lectus non odio parturient. Lacus morbi. Purus netus. Felis fames rutrum penatibus potenti. Etiam lacus nullam fringilla eu. Morbi risus est vel penatibus mattis vel. Metus fames nullam at praesent augue. Magna nulla scelerisque faucibus. Lacus metus torquent curabitur a. Nulla lacus eleifend parturient ridiculus ullamcorper felis facilisis. Neque curae libero.,https://images.dog.ceo/breeds/basenji/n02110806_1259.jpg,Rocky|Martell|Piper,Chasen   T.,Monica  D.,2012-10-02,+19641764575,user6379@t-mobile.com,+18783831053,user7818@gmail.com
1,https://images.dog.ceo/breeds/maltese/n02085936_4245.jpg,2012-11-23,Metus etiam ante venenatis cursus nullam orci ante iaculis nibh diam non augue dictum. Nulla lorem. Magna curae congue condimentum donec cursus quisque in ve. Felis fusce proin mus mollis ante ad convallis ante ridiculus hendrerit amet. Donec nulla nisl a elit eu sollicitudin nullam at tortor a integer ligula. Fusce lacus non nam et netus nec fames nibh eni. Velit magna. Neque netus blandit. Augue dolor. Porta magna sapien nulla parturient vivamus cras ve. Nulla purus tempor suspendisse lorem ridiculus sem ipsum tellus dictumst sodales. Neque velit nullam lacus ullamcorper odio. Proin massa rhoncus hac. Donec risus class. Augue felis ornare montes inceptos ridiculus a fames ve congue a parturient mus adipiscing vestibulum. Dolor etiam quam odio nulla placerat dis eu. Metus donec nisl viverra ac sapien ve hac facilisis tortor mauris gravida nisl in consectetuer. Fames magna ligula.,https://images.dog.ceo/breeds/pekinese/n02086079_4456.jpg,Chopper,Kristina M.,Madeline L.,2012-09-02,+15040141985,user2424@verizon.net,+19645720669,user5016@hotmail.com
1,https://images.dog.ceo/breeds/papillon/n02086910_3671.jpg,2012-10-04,Risus class magnis quam viverra urna duis nibh quis laoreet. Vitae class. Proin metus etiam a vivamus ad pede fringilla. Curae augue ornare nullam non eros nam cras. Netus proin orci ultrices facilisis elit nam proin consequat habitasse neque eget suspendisse est odio vehicula. Metus fusce a laoreet montes ve vulputate velit est. Purus curae auctor suspendisse proin aenean mi sociis. Curae magna taciti risus felis dis velit magnis diam. Curae magna varius. Proin netus viverra dolor eu a duis. Augue velit. Augue netus nisi elementum.,https://images.dog.ceo/breeds/malamute/n02110063_11892.jpg,riptide|Bailey,Ashley  K.,Anna S.,2012-07-18,+16126040040,user6178@hotmail.com,+11666527600,user2733@t-mobile.com
4,https://images.dog.ceo/breeds/terrier-american/n02093428_1439.jpg,2012-09-06,Fusce lacus scelerisque lobortis curabitur a dui facilisis neque ve nulla. Fames metus suspendisse duis nunc pretium. Porta vitae. Purus morbi nunc enim cum tincidunt egestas mollis. Neque justo. Purus risus per quam adipiscing ut luctus class. Felis lorem taciti parturient purus quis proin aliquet mus. Augue class mauris mollis. Metus donec orci. Lorem purus suscipit arcu dapibus id nostra penatibus montes. Purus fames condimentum molestie felis a aenean orci elit class est. Donec fusce sodales lobortis vitae sollicitudin facilisi augue ridiculus parturient nisl risus mattis nostra. Netus morbi nullam tincidunt. Neque donec duis at tincidunt massa ut convallis erat massa egestas nam elit. Velit massa cursus. Vitae donec semper eu lectus ad sit. Metus porta lacus scelerisque in tempus ad pede natoque netus per. Proin justo class etiam curae tortor ante eros lacus tellus vestibulum sollicitudin. Augue ipsum rutrum mattis. Ipsum netus cum blandit ad at diam pharetra euismod ad.,https://images.dog.ceo/breeds/cotondetulear/100_2397.JPG,Falkor|Bella|Buster,Wendy J.,Stev R.,2012-07-07,+18842518519,user9082@t-mobile.com,+19671140866,user1413@hotmail.com
2,https://images.dog.ceo/breeds/african/n02116738_6297.jpg,2012-08-03,Donec vitae placerat justo pulvinar velit ve tempus a lacinia in cum. Neque vitae eleifend nisi ut accumsan est natoque nascetur nonummy etiam id nascetur taciti magnis at dui. Risus morbi tellus donec condimentum senectus ridiculus enim potenti penatibus nibh cubilia posuere. Porta metus a potenti at tellus per natoque magna. Class magna primis parturient purus eros suspendisse laoreet pellentesque imperdiet class ut. Neque augue condimentum sit auctor taciti viverra rhoncus amet in. Massa class massa odio pulvinar. Porta velit ligula vestibulum ipsum integer mauris ut. Augue risus litora phasellus. Fusce nulla.,https://images.dog.ceo/breeds/otterhound/n02091635_4068.jpg,Harley,Conor H.,Holly Whitford B.,2012-05-22,+17256229352,user3489@yahoo.com,+17675849695,user6780@gmail.com
2,https://images.dog.ceo/breeds/ridgeback-rhodesian/n02087394_10588.jpg,2013-02-13,Metus class ornare ut. Donec nulla condimentum ut aptent ac risus. Curae lacus ultricies. Metus velit tellus consequat sociis porta ipsum. Metus fusce pede a porta ve felis eros. Morbi fusce. Proin felis porta proin class turpis consectetuer hymenaeos morbi id. Vitae ipsum morbi sit magnis dignissim vel nam dui at netus eu libero bibendum ac morbi sit tempus est. Fames etiam a sodales. Purus massa. Felis vitae. Felis purus egestas in sapien. Porta fusce iaculis gravida aptent class quisque urna. Justo porta eleifend. Purus curae fames fusce mauris gravida vivamus amet eu odio proin nunc tortor aliquet.,https://images.dog.ceo/breeds/puggle/IMG_095543.jpg,Bandit|Duke|Pogo,Nelson M.,Melinda G.,2013-01-01,+18934027964,user6604@yahoo.com,+13494618669,user4832@t-mobile.com
5,https://images.dog.ceo/breeds/boxer/n02108089_2953.jpg,2012-11-01,Ipsum justo sed porta aliquam nisi. Class vitae dictum magna tincidunt semper venenatis. Felis curae varius vel orci nec erat. Fusce proin a eget ut dis scelerisque posuere. Dolor nulla montes et maecenas eleifend ve pede tempus rutrum duis hendrerit. Vitae massa aptent ullamcorper massa tortor curae vestibulum nascetur curae leo natoque platea vitae. Lacus curae morbi tellus class accumsan eu tempor. Morbi metus mus nonummy nunc urna conubia. Dolor augue leo. Proin risus vel nisi sit magna vestibulum sodales pede ante elit curae. Fusce massa sem eget etiam dictumst dui mi etiam ac. Velit fusce torquent risus. Risus felis. Metus lacus hendrerit facilisi diam congue. Justo class. Risus etiam lorem nibh orci porttitor mauris suscipit vestibulum tincidunt nisl hac ad egestas in. Magna dolor ullamcorper in litora dapibus duis ve ultrices eni cras pretium in fermentum. Justo netus cursus orci eu praesent cursus quisque ve ut eni ut quisque quis. Netus morbi quis mi sed imperdiet.,https://images.dog.ceo/breeds/malamute/n02110063_11892.jpg,riptide|Bailey,Lindsay H.,Anna S.,2012-09-20,+13251142183,user5322@t-mobile.com,+11666527600,user2733@t-mobile.com
2,https://images.dog.ceo/breeds/dhole/n02115913_907.jpg,2012-03-28,Neque fusce sapien ut malesuada viverra sollicitudin. Class porta dapibus cursus dui. Proin donec hac tempus pretium nibh sagittis luctus rutrum cum rhoncus etiam. Neque fames litora mauris elementum adipiscing pede lorem ullamcorper. Netus justo non phasellus nostra morbi mattis congue posuere cubilia accumsan blandit erat. Justo velit metus ullamcorper vel duis consectetuer adipiscing nisl lorem cubilia rhoncus. Lacus justo suspendisse leo. Netus dolor. Class donec commodo mollis. Justo vitae. Augue class. Massa dolor scelerisque cras orci nibh sociis adipiscing dictumst metus. Fusce velit faucibus netus.,https://images.dog.ceo/breeds/stbernard/n02109525_751.jpg,Bosley,Shellie C.,Tom H.,2012-02-09,+16385278156,user7784@hotmail.com,+14257700392,user9679@verizon.net
3,https://images.dog.ceo/breeds/borzoi/n02090622_266.jpg,2012-06-29,Lacus lorem cum dictumst a consectetuer diam massa. Justo felis eget nibh sociis semper magna aliquet. Neque class varius platea morbi vel. Etiam fames risus interdum dui massa diam congue augue. Curae porta. Neque porta commodo mollis fusce vestibulum posuere. Class etiam nunc neque primis orci scelerisque mus tempus mus et. Justo augue erat tempus pulvinar metus. Vitae fames. Lorem dolor aptent felis potenti hymenaeos. Proin donec scelerisque sed nibh imperdiet consequat adipiscing. Lorem etiam urna dui commodo. Lorem augue cras quis non ante ipsum taciti aenean. Lacus risus per nibh. Porta augue convallis leo porta nostra neque tincidunt suscipit. Dolor massa odio tincidunt. Curae magna commodo est et lectus.,https://images.dog.ceo/breeds/komondor/n02105505_345.jpg,Zoey|Penny|Kahlua,Dawn M.,Terre L.,2012-05-30,+15697504425,user2847@verizon.net,+17900715202,user8117@yahoo.com
5,https://images.dog.ceo/breeds/affenpinscher/n02110627_10437.jpg,2012-07-16,Lacus magna bibendum est nisl proin aptent. Neque fusce morbi interdum nunc montes ut lectus. Etiam class eleifend ut aptent. Neque porta. Neque justo curae luctus morbi adipiscing. Class ipsum lobortis et semper vulputate neque senectus adipiscing. Netus justo sodales fusce. Augue donec blandit gravida diam vestibulum eu. Augue felis iaculis tortor massa. Dolor proin lorem eros sem quis blandit ultricies. Morbi augue viverra pretium aptent class hendrerit. Velit dolor nibh sociosqu parturient litora cum tortor in. Proin nulla erat ac. Netus etiam. Augue risus iaculis cubilia enim nisi consequat quam non. Ipsum vitae feugiat.,https://images.dog.ceo/breeds/airedale/n02096051_8132.jpg,Belle|Tibby,Joei B.,Tim T.,2012-06-03,+17953174861,user1943@verizon.net,+18068025171,user2701@verizon.net
2,https://images.dog.ceo/breeds/pinscher-miniature/n02107312_3980.jpg,2013-06-10,Class etiam sagittis nibh ve consectetuer nullam ve. Proin curae class lacus etiam fusce. Lacus velit dictum accumsan fusce ut netus id litora nulla condimentum. Nulla lacus suspendisse mi libero. Proin ipsum. Purus curae nam quis eu pellentesque feugiat. Vitae augue a enim parturient mauris non sagittis. Risus vitae cursus erat dolor iaculis. Donec proin ante quis ut rutrum leo nec ad a mollis penatibus felis porta. Massa morbi blandit litora arcu condimentum integer risus id primis. Massa curae amet nam a luctus curabitur fames fermentum. Morbi porta massa pulvinar erat mus fames ridiculus malesuada cras est. Proin lorem nisi mi vitae at nulla aenean eu dolor consectetuer. Curae porta a eget. Augue felis. Augue etiam libero sollicitudin fermentum litora hac nibh.,https://images.dog.ceo/breeds/kelpie/n02105412_150.jpg,max,Carl P.,George L.,2013-04-29,+14236879848,user7345@verizon.net,+19726853014,user4723@yahoo.com
4,https://images.dog.ceo/breeds/whippet/n02091134_9793.jpg,2012-09-18,Neque felis nibh volutpat dignissim ultrices eros elementum rutrum elit. Justo class eni enim diam mus blandit ultrices litora vestibulum morbi. Lacus metus facilisi justo fames massa hac. Donec neque dictum. Massa proin felis. Morbi netus. Lacus etiam quisque ad integer. Neque donec. Massa augue vivamus integer bibendum elit iaculis eros eu penatibus donec. Velit purus. Curae risus iaculis hendrerit nibh. Curae morbi pede sit elementum. Donec fames per blandit dictumst mattis magnis arcu ut purus cursus bibendum accumsan mattis augue ad class erat. Velit class erat mus dis mus ve nunc.,https://images.dog.ceo/breeds/shihtzu/n02086240_3137.jpg,Binky|Nadia|Zoey,Huan H.,James M.,2012-07-18,+11362389237,user1233@yahoo.com,+17128548297,user6082@gmail.com
2,https://images.dog.ceo/breeds/weimaraner/n02092339_327.jpg,2012-12-25,Donec lorem magnis porta proin libero. Risus fusce cum felis parturient eu litora conubia lacinia. Morbi metus blandit aenean nisl primis feugiat rutrum dolor. Ipsum velit mattis montes hymenaeos eu id phasellus dolor nullam lacus per. Etiam vitae. Nulla curae augue sapien metus mi cursus et. Fusce proin nibh justo laoreet vel taciti duis eu dui eget. Risus lacus eget praesent ridiculus ipsum netus massa metus. Augue nulla arcu porttitor mi luctus. Massa purus a eget lorem. Morbi proin tincidunt aliquam ante amet ultricies aptent. Etiam dolor nascetur augue ultricies per proin. Curae lorem litora. Nulla fusce tristique. Nulla fusce dictumst vel.,https://images.dog.ceo/breeds/redbone/n02090379_3410.jpg,Vincent Spencer Lottner|Nellie,BOB M.,Christopher J.,2012-11-17,+13306036620,user6954@verizon.net,+17203809059,user5529@gmail.com
5,https://images.dog.ceo/breeds/chow/n02112137_10176.jpg,2012-07-12,Massa justo eros ornare et ante. Purus nulla. Dolor ipsum lobortis consequat odio ante. Ipsum metus phasellus sem sodales. Donec lorem a viverra mi dis etiam curabitur et lectus netus vel. Morbi metus cum orci nisi interdum. Neque justo. Augue lorem. Netus magna turpis lorem turpis litora nisl pede pretium netus mi luctus natoque. Morbi netus praesent est egestas a suspendisse dui tortor sit. Lacus neque. Risus ipsum vehicula at mollis habitasse vestibulum eni parturient.,https://images.dog.ceo/breeds/maltese/n02085936_9367.jpg,M-dog,Jenny S.,Christopher J.,2012-06-15,+15583175693,user7736@t-mobile.com,+11788477459,user8132@gmail.com
